HINT_WALL 1
nfp = 5
stellarator_symmetric = true
toroidal_planes = 21
poloidal_points = 72
DATA
# phi [rad]  R [m]  Z [m]; implicit poloidal closing segment
6.28318530717958679e-02 5.33077000000000023e+00 -9.54014999999999946e-01
6.28318530717958679e-02 5.34844000000000008e+00 -1.01139000000000001e+00
6.28318530717958679e-02 5.37966999999999995e+00 -1.06147000000000014e+00
6.28318530717958679e-02 5.41918999999999951e+00 -1.10403999999999991e+00
6.28318530717958679e-02 5.46369000000000060e+00 -1.14134000000000002e+00
6.28318530717958679e-02 5.51374999999999993e+00 -1.17365999999999993e+00
6.28318530717958679e-02 5.57157000000000036e+00 -1.19835000000000003e+00
6.28318530717958679e-02 5.63735000000000053e+00 -1.21212000000000009e+00
6.28318530717958679e-02 5.70861999999999981e+00 -1.21328999999999998e+00
6.28318530717958679e-02 5.78306000000000076e+00 -1.20273999999999992e+00
6.28318530717958679e-02 5.86044999999999927e+00 -1.18179000000000012e+00
6.28318530717958679e-02 5.94083999999999968e+00 -1.14918000000000009e+00
6.28318530717958679e-02 6.02303000000000033e+00 -1.10126000000000013e+00
6.28318530717958679e-02 6.10592000000000024e+00 -1.03561999999999999e+00
6.28318530717958679e-02 6.18881000000000014e+00 -9.52211000000000030e-01
6.28318530717958679e-02 6.26898999999999962e+00 -8.51084000000000063e-01
6.28318530717958679e-02 6.34048000000000034e+00 -7.31773000000000007e-01
6.28318530717958679e-02 6.39696999999999960e+00 -5.96003999999999978e-01
6.28318530717958679e-02 6.43548999999999971e+00 -4.49168000000000012e-01
6.28318530717958679e-02 6.45734000000000030e+00 -2.98020000000000007e-01
9.42477796076938018e-02 6.45462000000000025e+00 -2.24124000000000018e-01
9.42477796076938018e-02 6.45460999999999974e+00 -7.92590000000000100e-02
9.42477796076938018e-02 6.44317000000000029e+00 6.43711000000000005e-02
9.42477796076938018e-02 6.42024999999999935e+00 2.06613999999999992e-01
9.42477796076938018e-02 6.38746999999999954e+00 3.49515000000000020e-01
9.42477796076938018e-02 6.34664999999999946e+00 4.95350999999999986e-01
9.42477796076938018e-02 6.29778000000000038e+00 6.42849999999999921e-01
9.42477796076938018e-02 6.23726000000000003e+00 7.86814000000000013e-01
9.42477796076938018e-02 6.15994000000000064e+00 9.19445999999999986e-01
9.42477796076938018e-02 6.06451999999999991e+00 1.03200999999999987e+00
9.42477796076938018e-02 5.95611999999999941e+00 1.11905000000000010e+00
9.42477796076938018e-02 5.84268000000000054e+00 1.18256000000000006e+00
9.42477796076938018e-02 5.72967999999999922e+00 1.22910999999999992e+00
9.42477796076938018e-02 5.61849000000000043e+00 1.26140000000000008e+00
9.42477796076938018e-02 5.50912999999999986e+00 1.27550999999999992e+00
9.42477796076938018e-02 5.40446000000000026e+00 1.26794999999999991e+00
9.42477796076938018e-02 5.31037000000000070e+00 1.24174000000000007e+00
9.42477796076938018e-02 5.23168999999999951e+00 1.20343999999999984e+00
9.42477796076938018e-02 5.16979000000000077e+00 1.15836000000000006e+00
9.42477796076938018e-02 5.12434999999999974e+00 1.11073000000000000e+00
9.42477796076938018e-02 5.09358000000000022e+00 1.06370999999999993e+00
9.42477796076938018e-02 5.07294000000000000e+00 1.01637000000000000e+00
9.42477796076938018e-02 5.05839000000000016e+00 9.64163000000000103e-01
9.42477796076938018e-02 5.05133000000000010e+00 9.04357999999999995e-01
9.42477796076938018e-02 5.05602999999999980e+00 8.38515000000000010e-01
9.42477796076938018e-02 5.07293000000000038e+00 7.69901999999999975e-01
9.42477796076938018e-02 5.09776000000000007e+00 7.01449999999999907e-01
9.42477796076938018e-02 5.12595000000000045e+00 6.35719000000000034e-01
9.42477796076938018e-02 5.15549999999999997e+00 5.74682000000000026e-01
9.42477796076938018e-02 5.18727999999999945e+00 5.19623999999999975e-01
9.42477796076938018e-02 5.22302999999999962e+00 4.70996999999999999e-01
9.42477796076938018e-02 5.26229999999999976e+00 4.27084999999999992e-01
9.42477796076938018e-02 5.30337000000000014e+00 3.83748999999999951e-01
9.42477796076938018e-02 5.34710999999999981e+00 3.36801000000000017e-01
9.42477796076938018e-02 5.39506999999999959e+00 2.83619000000000010e-01
9.42477796076938018e-02 5.44409999999999972e+00 2.22386000000000028e-01
9.42477796076938018e-02 5.48890999999999973e+00 1.51987000000000011e-01
9.42477796076938018e-02 5.52793000000000045e+00 7.31052999999999981e-02
9.42477796076938018e-02 5.56043999999999983e+00 -1.18585000000000010e-02
9.42477796076938018e-02 5.58200000000000074e+00 -9.98623000000000149e-02
9.42477796076938018e-02 5.58943000000000012e+00 -1.88191999999999998e-01
9.42477796076938018e-02 5.58541000000000043e+00 -2.75185000000000013e-01
9.42477796076938018e-02 5.57322000000000006e+00 -3.59401000000000026e-01
9.42477796076938018e-02 5.55320000000000036e+00 -4.37722000000000000e-01
9.42477796076938018e-02 5.52802000000000060e+00 -5.06321000000000021e-01
9.42477796076938018e-02 5.50325000000000042e+00 -5.64130000000000020e-01
9.42477796076938018e-02 5.48051000000000066e+00 -6.13434999999999953e-01
9.42477796076938018e-02 5.45702999999999960e+00 -6.57647999999999899e-01
9.42477796076938018e-02 5.43248000000000086e+00 -7.00517999999999974e-01
9.42477796076938018e-02 5.40982999999999947e+00 -7.45994000000000046e-01
9.42477796076938018e-02 5.39159999999999950e+00 -7.96567000000000025e-01
9.42477796076938018e-02 5.38117000000000001e+00 -8.52198999999999929e-01
9.42477796076938018e-02 5.38440999999999992e+00 -9.10443000000000113e-01
9.42477796076938018e-02 5.40436000000000050e+00 -9.66786000000000034e-01
9.42477796076938018e-02 5.43671000000000060e+00 -1.01757000000000009e+00
9.42477796076938018e-02 5.47464000000000084e+00 -1.06364000000000014e+00
9.42477796076938018e-02 5.51570000000000071e+00 -1.10715000000000008e+00
9.42477796076938018e-02 5.56169999999999920e+00 -1.14517000000000002e+00
9.42477796076938018e-02 5.61405999999999938e+00 -1.17222999999999988e+00
9.42477796076938018e-02 5.67140000000000022e+00 -1.18781000000000003e+00
9.42477796076938018e-02 5.73111999999999977e+00 -1.19462000000000002e+00
9.42477796076938018e-02 5.79220999999999986e+00 -1.19226000000000010e+00
9.42477796076938018e-02 5.85609000000000002e+00 -1.17867999999999995e+00
9.42477796076938018e-02 5.92443000000000008e+00 -1.15361999999999987e+00
9.42477796076938018e-02 5.99720999999999993e+00 -1.11570999999999998e+00
9.42477796076938018e-02 6.07408999999999999e+00 -1.06150000000000011e+00
9.42477796076938018e-02 6.15568999999999988e+00 -9.90028999999999937e-01
9.42477796076938018e-02 6.24017000000000088e+00 -9.01850000000000041e-01
9.42477796076938018e-02 6.31912000000000074e+00 -7.93985999999999970e-01
9.42477796076938018e-02 6.38128999999999991e+00 -6.64213000000000053e-01
9.42477796076938018e-02 6.42169999999999952e+00 -5.19248999999999961e-01
9.42477796076938018e-02 6.44421000000000088e+00 -3.70632000000000017e-01
1.25663706143591736e-01 6.42874000000000034e+00 -2.96773999999999982e-01
1.25663706143591736e-01 6.43245000000000022e+00 -1.57452000000000009e-01
1.25663706143591736e-01 6.42480999999999991e+00 -1.69327999999999979e-02
1.25663706143591736e-01 6.40533999999999981e+00 1.24873999999999985e-01
1.25663706143591736e-01 6.37652999999999981e+00 2.68726999999999994e-01
1.25663706143591736e-01 6.34116999999999997e+00 4.16480999999999990e-01
1.25663706143591736e-01 6.29985999999999979e+00 5.68204000000000042e-01
1.25663706143591736e-01 6.24941999999999975e+00 7.19894000000000034e-01
1.25663706143591736e-01 6.18337000000000003e+00 8.63478999999999997e-01
1.25663706143591736e-01 6.09712000000000032e+00 9.88966000000000012e-01
1.25663706143591736e-01 5.99301000000000084e+00 1.08867000000000003e+00
1.25663706143591736e-01 5.87880999999999965e+00 1.16159000000000012e+00
1.25663706143591736e-01 5.76186000000000043e+00 1.21347999999999989e+00
1.25663706143591736e-01 5.64571000000000023e+00 1.25032999999999994e+00
1.25663706143591736e-01 5.53111999999999959e+00 1.27184000000000008e+00
1.25663706143591736e-01 5.41943999999999981e+00 1.27349000000000001e+00
1.25663706143591736e-01 5.31505999999999990e+00 1.25432000000000010e+00
1.25663706143591736e-01 5.22371999999999925e+00 1.21909000000000001e+00
1.25663706143591736e-01 5.14871999999999996e+00 1.17365999999999993e+00
1.25663706143591736e-01 5.09058000000000010e+00 1.12243000000000004e+00
1.25663706143591736e-01 5.04901000000000000e+00 1.06903999999999999e+00
1.25663706143591736e-01 5.02193000000000023e+00 1.01534999999999997e+00
1.25663706143591736e-01 5.00488000000000000e+00 9.59972999999999965e-01
1.25663706143591736e-01 4.99540999999999968e+00 9.00404000000000093e-01
1.25663706143591736e-01 4.99556999999999984e+00 8.36272000000000015e-01
1.25663706143591736e-01 5.00687000000000015e+00 7.69629999999999925e-01
1.25663706143591736e-01 5.02649999999999952e+00 7.03653000000000084e-01
1.25663706143591736e-01 5.05116999999999994e+00 6.41602000000000006e-01
1.25663706143591736e-01 5.08023000000000025e+00 5.85847000000000007e-01
1.25663706143591736e-01 5.11350000000000016e+00 5.37233999999999989e-01
1.25663706143591736e-01 5.15009000000000050e+00 4.94789000000000034e-01
1.25663706143591736e-01 5.19012999999999991e+00 4.55351000000000006e-01
1.25663706143591736e-01 5.23448999999999920e+00 4.14292999999999967e-01
1.25663706143591736e-01 5.28317000000000014e+00 3.67674000000000001e-01
1.25663706143591736e-01 5.33553999999999995e+00 3.13532000000000033e-01
1.25663706143591736e-01 5.39013999999999971e+00 2.51662999999999970e-01
1.25663706143591736e-01 5.44361999999999924e+00 1.83096999999999982e-01
1.25663706143591736e-01 5.49181000000000008e+00 1.08970999999999998e-01
1.25663706143591736e-01 5.53110000000000035e+00 2.97080000000000018e-02
1.25663706143591736e-01 5.55799999999999983e+00 -5.33701000000000036e-02
1.25663706143591736e-01 5.57148000000000021e+00 -1.36984999999999996e-01
1.25663706143591736e-01 5.57605000000000040e+00 -2.19206000000000012e-01
1.25663706143591736e-01 5.57716999999999974e+00 -3.01642999999999994e-01
1.25663706143591736e-01 5.57373000000000030e+00 -3.84886000000000006e-01
1.25663706143591736e-01 5.56164999999999932e+00 -4.64147000000000032e-01
1.25663706143591736e-01 5.54272000000000009e+00 -5.32839000000000063e-01
1.25663706143591736e-01 5.52246999999999932e+00 -5.88693000000000022e-01
1.25663706143591736e-01 5.50206999999999979e+00 -6.34769999999999945e-01
1.25663706143591736e-01 5.48012999999999995e+00 -6.76599999999999979e-01
1.25663706143591736e-01 5.45913000000000004e+00 -7.19199000000000033e-01
1.25663706143591736e-01 5.44392000000000031e+00 -7.65207000000000082e-01
1.25663706143591736e-01 5.43743000000000087e+00 -8.14919000000000060e-01
1.25663706143591736e-01 5.44168999999999947e+00 -8.67086000000000023e-01
1.25663706143591736e-01 5.45831000000000000e+00 -9.19278999999999957e-01
1.25663706143591736e-01 5.48515999999999959e+00 -9.69975000000000032e-01
1.25663706143591736e-01 5.51775999999999911e+00 -1.02046999999999999e+00
1.25663706143591736e-01 5.55543999999999993e+00 -1.07064999999999988e+00
1.25663706143591736e-01 5.60085000000000033e+00 -1.11409000000000002e+00
1.25663706143591736e-01 5.65327999999999964e+00 -1.14378000000000002e+00
1.25663706143591736e-01 5.70753000000000021e+00 -1.16069999999999984e+00
1.25663706143591736e-01 5.75961000000000034e+00 -1.16995999999999989e+00
1.25663706143591736e-01 5.80994999999999973e+00 -1.17205000000000004e+00
1.25663706143591736e-01 5.86159999999999926e+00 -1.16473000000000004e+00
1.25663706143591736e-01 5.91785999999999923e+00 -1.14771000000000001e+00
1.25663706143591736e-01 5.98076000000000008e+00 -1.11911000000000005e+00
1.25663706143591736e-01 6.05032000000000014e+00 -1.07406000000000001e+00
1.25663706143591736e-01 6.12562000000000051e+00 -1.01093999999999995e+00
1.25663706143591736e-01 6.20486000000000004e+00 -9.31537000000000059e-01
1.25663706143591736e-01 6.28198999999999952e+00 -8.33899999999999975e-01
1.25663706143591736e-01 6.34631999999999952e+00 -7.14569999999999927e-01
1.25663706143591736e-01 6.39020000000000010e+00 -5.78365000000000018e-01
